,State,Age Group,Peak,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,Population,LATITUDE,LONGITUDE
874,Washington,65-74,First,82.0,218.0,0.0,10.0,0.0,0.0,29.0,76.0,10.0,28.0,197.0,0.0,14.0,0.0,0.0,18.0,10.0,26.0,0.0,183.0,30.0,0.0,403.0,9383.0,778.0,218.0,23.0,1000.0,0.14948675958439706,627.4957472746715,621.6436350139492,6619716,425.9767500000001,-1094.579946
876,Washington,75-84,First,65.0,281.0,29.0,11.0,24.0,12.0,43.0,97.0,24.0,65.0,256.0,0.0,24.0,0.0,0.0,12.0,0.0,36.0,0.0,254.0,27.0,68.0,544.0,11077.0,865.0,293.0,14.0,1146.0,0.41407243385910997,716.5002477211623,708.1884954110612,3056589,425.9767500000001,-1094.579946
878,Washington,85+,First,44.0,359.0,94.0,12.0,46.0,23.0,46.0,55.0,106.0,126.0,305.0,0.0,57.0,13.0,0.0,27.0,24.0,18.0,0.0,277.0,22.0,124.0,743.0,14109.0,1048.0,334.0,11.0,1484.0,0.7225710153579712,765.0,765.0,1211202,425.9767500000001,-1094.579946
882,West Virginia,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0067169983305211635,106.90115349109068,111.74323202805377,4619700,349.160346,-726.581772
884,West Virginia,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,0.021497126156464222,268.9605969296855,264.5310488796941,1922823,349.160346,-726.581772
886,West Virginia,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,0.0,0.0,0.0,0.0,0.031974221812561154,359.389252274145,355.8584346946043,1920852,349.160346,-726.581772
888,West Virginia,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,11.0,0.0,0.0,25.0,0.0587384516838938,452.690549445739,446.0768374505087,2061729,349.160346,-726.581772
890,West Virginia,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2582.0,180.0,0.0,0.0,206.0,0.11688640667125583,539.8267354493042,535.9427228719834,2292381,349.160346,-726.581772
892,West Virginia,65-74,First,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3984.0,311.0,24.0,0.0,384.0,0.21957410071045158,627.5772438890549,622.2578374125152,1955907,349.160346,-726.581772
894,West Virginia,75-84,First,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,94.0,4595.0,366.0,31.0,0.0,441.0,0.5417639024555683,716.2766991153105,709.5049017818023,985968,349.160346,-726.581772
896,West Virginia,85+,First,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,113.0,4424.0,328.0,12.0,0.0,424.0,0.8876983970403671,765.0,765.0,361224,349.160346,-726.581772
900,Wisconsin,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0051092049697763296,94.2971389266714,111.86475023094576,16309026,393.4973969999999,-801.170973
902,Wisconsin,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0,0.0,0.011899820098187776,267.34825421144376,264.9802655577442,6661602,393.4973969999999,-801.170973
904,Wisconsin,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,0.0,0.0,0.0,10.0,0.01496522258967161,356.8860656668761,354.34693100842907,6408522,393.4973969999999,-801.170973
906,Wisconsin,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2108.0,24.0,0.0,0.0,155.0,0.03073298390954733,452.28664001762985,447.0842275781319,6433641,393.4973969999999,-801.170973
908,Wisconsin,55-64,First,0.0,36.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,34.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,147.0,5214.0,248.0,13.0,11.0,394.0,0.06893625939264894,540.2391913914695,534.8180476068968,7406910,393.4973969999999,-801.170973
910,Wisconsin,65-74,First,0.0,140.0,0.0,0.0,0.0,0.0,52.0,70.0,0.0,110.0,30.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,306.0,8101.0,427.0,61.0,17.0,686.0,0.15650742240250112,627.9425289089943,621.1530648274564,5352732,393.4973969999999,-801.170973
912,Wisconsin,75-84,First,0.0,160.0,0.0,0.0,11.0,14.0,60.0,91.0,12.0,137.0,57.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,39.0,377.0,10156.0,585.0,80.0,31.0,914.0,0.43464577328413734,717.7640016901144,709.6826701474575,2647674,393.4973969999999,-801.170973
914,Wisconsin,85+,First,0.0,142.0,10.0,0.0,14.0,0.0,12.0,55.0,51.0,127.0,90.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,117.0,428.0,14658.0,778.0,96.0,25.0,1153.0,0.7620847821235657,765.0,765.0,1154781,393.4973969999999,-801.170973
918,Wyoming,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005858068082961835,111.27605636616683,108.84928967831532,1665513,384.273234,-963.1721340000001
920,Wyoming,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.011439801030792297,268.11719480830675,266.0980092290916,676773,384.273234,-963.1721340000001
922,Wyoming,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.01922383541241288,353.19556195737994,353.72474377745243,663876,384.273234,-963.1721340000001
924,Wyoming,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.04092685987707228,451.88313086411915,445.5129214981719,573579,384.273234,-963.1721340000001
926,Wyoming,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.07439960106275977,540.6574094580176,536.4881059730495,708633,384.273234,-963.1721340000001
928,Wyoming,65-74,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,12.0,0.16579269859939816,627.4407338606832,620.8351213071463,545310,384.273234,-963.1721340000001
930,Wyoming,75-84,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,27.0,0.0,0.0,30.0,0.4715373387560249,716.1528351720796,708.6053699543445,248382,384.273234,-963.1721340000001
932,Wyoming,85+,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,32.0,0.0,0.0,42.0,0.7934410125017166,765.0,765.0,98919,384.273234,-963.1721340000001
